t,delta,EmergR
988.42,0.00329275151854753,0.525757587685608
988.44,0.00328447552616081,0.430872865994885
988.46,0.00327618691868701,0.334638987449765
988.48,0.00326788571339029,0.237110432263543
988.5,0.00325957192510813,0.138342678923685
988.52,0.00325124556624083,0.0383921609118225
988.54,0.00324290664674152,-0.0626837776247176
988.56,0.00323455517416374,-0.164826927209469
988.58,0.0032261911539884,-0.267978259323991
988.6,0.00321781459011327,-0.37207797359292
988.62,0.00320942548527575,-0.477065545822823
988.64,0.00320102384139682,-0.582879776830527
988.66,0.00319260965986189,-0.689458842008959
988.68,0.00318418294174908,-0.796740341577498
988.7,0.00317574368801388,-0.904661351455235
988.72,0.00316729189963924,-1.01315847469938
988.74,0.0031588275777565,-1.12216789345643
988.76,0.00315035072374331,-1.23162542135535
988.78,0.00314186133930141,-1.34146655629454
988.8,0.00313335942651932,-1.45162653355213
988.82,0.00312484498792255,-1.56204037916909
988.84,0.00311631802651174,-1.67264296353107
988.86,0.00310777854579325,-1.78336905510258
988.88,0.00309922654980363,-1.89415337424011
988.9,0.00309066204312625,-2.00493064702846
988.92,0.00308208503090431,-2.11563565907662
988.94,0.0030734955188501,-2.22620330921604
988.96,0.00306489351325109,-2.33656866303154
988.98,0.00305627902097381,-2.44666700617794
989,0.0030476520494641,-2.55643389740961
989.02,0.00303901260674808,-2.66580522126597
989.04,0.00303036070142966,-2.77471724036158
989.06,0.00302169634268776,-2.88310664721283
989.08,0.00301301954027355,-2.99091061554806
989.1,0.00300433030450531,-3.09806685104394
989.12,0.00299562864626379,-3.20451364143415
989.14,0.00298691457698671,-3.31018990592947
989.16,0.00297818810866346,-3.41503524390383
989.18,0.0029694492538283,-3.51898998278362
989.2,0.00296069802555469,-3.62199522510262
989.22,0.00295193443744963,-3.72399289465435
989.24,0.00294315850364554,-3.82492578171389
989.26,0.00293437023879511,-3.92473758726194
989.28,0.00292556965806429,-4.02337296618114
989.3,0.00291675677712499,-4.12077756936911
989.32,0.00290793161214902,-4.21689808473369
989.34,0.00289909417980179,-4.31168227702308
989.36,0.00289024449723506,-4.40507902645802
989.38,0.00288138258207999,-4.49703836612221
989.4,0.00287250845244152,-4.58751151807961
989.42,0.00286362212689082,-4.67645092818393
989.44,0.00285472362445941,-4.76381029954582
989.46,0.00284581296463299,-4.8495446246322
989.48,0.00283689016734396,-4.93361021596815
989.5,0.00282795525296594,-5.01596473541264
989.52,0.00281900824230732,-5.09656722198799
989.54,0.00281004915660465,-5.17537811823796
989.56,0.00280107801751677,-5.25235929509905
989.58,0.00279209484711859,-5.32747407526265
989.6,0.00278309966789507,-5.40068725501249
989.62,0.00277409250273517,-5.47196512453107
989.64,0.00276507337492581,-5.54127548665361
989.66,0.00275604230814618,-5.60858767406739
989.68,0.00274699932646184,-5.67387256494398
989.7,0.00273794445431849,-5.7371025970087
989.72,0.00272887771653702,-5.79825178002951
989.74,0.00271979913830754,-5.85729570674049
989.76,0.00271070874518394,-5.91421156218923
989.78,0.00270160656307761,-5.96897813151857
989.8,0.00269249261825304,-6.02157580618294
989.82,0.00268336693732155,-6.07198658861066
989.84,0.00267422954723632,-6.12019409532106
989.86,0.00266508047528745,-6.16618355850399
989.88,0.00265591974909559,-6.20994182608094
989.9,0.00264674739660813,-6.25145736025701
989.92,0.00263756344609321,-6.29072023458606
989.94,0.00262836792613463,-6.32772212956248
989.96,0.00261916086562687,-6.36245632676474
989.98,0.00260994229377075,-6.39491770157259
990,0.00260071224006764,-6.4251027144761
990.02,0.00259147073431538,-6.45300940101164
990.04,0.00258221780660248,-6.47863736034237
990.06,0.00257295348730425,-6.50198774251973
990.08,0.0025636778070777,-6.52306323445068
990.1,0.00255439079685737,-6.5418680446027
990.12,0.00254509248784966,-6.55840788648535
990.14,0.002535782911529,-6.57268996093112
990.16,0.00252646209963353,-6.5847229372243
990.18,0.00251713008416013,-6.59451693309985
990.2,0.00250778689736038,-6.6020834936638
990.22,0.00249843257173585,-6.607435569261
990.24,0.00248906714003425,-6.61058749233898
990.26,0.00247969063524441,-6.61155495334292
990.28,0.00247030309059279,-6.61035497568243
990.3,0.00246090453953919,-6.60700588981544
990.32,0.00245149501577197,-6.60152730648714
990.34,0.00244207455320483,-6.59394008916818
990.36,0.00243264318597212,-6.5842663257372
990.38,0.00242320094842509,-6.57252929944709
990.4,0.00241374787512797,-6.55875345922467
990.42,0.00240428400085397,-6.54296438933969
990.44,0.0023948093605815,-6.52518877849469
990.46,0.00238532398949041,-6.50545438837966
990.48,0.00237582792295748,-6.48379002172703
990.5,0.00236632119655378,-6.46022548992463
990.52,0.00235680384604031,-6.43479158021886
990.54,0.00234727590736477,-6.40752002255908
990.56,0.00233773741665661,-6.37844345612575
990.58,0.00232818841022541,-6.34759539557951
990.6,0.00231862892455621,-6.315010197087
990.62,0.00230905899630598,-6.28072302415031
990.64,0.00229947866230029,-6.24476981329362
990.66,0.00228988795953032,-6.20718723964256
990.68,0.0022802869251485,-6.16801268244037
990.7,0.00227067559646622,-6.12728419053422
990.72,0.00226105401094979,-6.08504044788284
990.74,0.00225142220621733,-6.04132073910683
990.76,0.0022417802200358,-5.99616491513534
990.78,0.00223212809031741,-5.94961335897439
990.8,0.00222246585511679,-5.90170695163844
990.82,0.00221279355262713,-5.85248703827594
990.84,0.00220311122117851,-5.80199539452373
990.86,0.0021934188992332,-5.75027419312012
990.88,0.00218371662538366,-5.69736597081317
990.9,0.0021740044383494,-5.64331359558802
990.92,0.00216428237697354,-5.58816023424213
990.94,0.00215455048022016,-5.53194932034136
990.96,0.00214480878717166,-5.47472452257757
990.98,0.0021350573370258,-5.41652971354967
991,0.00212529616909234,-5.35740893900302
991.02,0.00211552532279087,-5.29740638753557
991.04,0.00210574483764787,-5.23656636079773
991.06,0.00209595475329359,-5.17493324420895
991.08,0.00208615510945964,-5.11255147820029
991.1,0.00207634594597695,-5.04946553000422
991.12,0.00206652730277178,-4.98571986600568
991.14,0.00205669921986418,-4.92135892467221
991.16,0.00204686173736464,-4.85642709006298
991.18,0.00203701489547232,-4.79096866594452
991.2,0.00202715873447179,-4.72502785050714
991.22,0.00201729329473126,-4.65864871169942
991.24,0.00200741861669945,-4.59187516318348
991.26,0.00199753474090307,-4.52475094091648
991.28,0.00198764170794542,-4.45731958036396
991.3,0.00197773955850288,-4.38962439434453
991.32,0.00196782833332274,-4.32170845151086
991.34,0.00195790807322159,-4.25361455546443
991.36,0.00194797881908257,-4.18538522450099
991.38,0.0019380406118525,-4.11706267198988
991.4,0.00192809349254067,-4.04868878737766
991.42,0.00191813750221569,-3.98030511781583
991.44,0.00190817268200414,-3.91195285040102
991.46,0.00189819907308769,-3.84367279502996
991.48,0.00188821671670123,-3.77550536784902
991.5,0.00187822565413058,-3.70749057529967
991.52,0.00186822592671092,-3.6396679987456
991.54,0.00185821757582415,-3.57207677967038
991.56,0.00184820064289674,-3.50475560543306
991.58,0.00183817516939849,-3.4377426955749
991.6,0.00182814119683967,-3.37107578865691
991.62,0.00181809876676939,-3.3047921296158
991.64,0.00180804792077368,-3.23892845762985
991.66,0.00179798870047373,-3.1735209944718
991.68,0.00178792114752307,-3.10860543333545
991.7,0.00177784530360695,-3.0442169281256
991.72,0.0017677612104398,-2.9803900831843
991.74,0.00175766890976336,-2.91715894344475
991.76,0.00174756844334526,-2.85455698499395
991.78,0.00173745985297613,-2.79261710602353
991.8,0.00172734318046956,-2.73137161815378
991.82,0.0017172184676588,-2.67085223811514
991.84,0.001707085756396,-2.61109007976379
991.86,0.00169694508854938,-2.55211564641782
991.88,0.00168679650600305,-2.49395882349434
991.9,0.00167664005065421,-2.43664887143099
991.92,0.00166647576441209,-2.38021441887383
991.94,0.00165630368919548,-2.32468345611237
991.96,0.00164612386693206,-2.27008332874949
991.98,0.0016359363395564,-2.2164407315821
992,0.00162574114900838,-2.16378170268329
992.02,0.00161553833723168,-2.11213161766624
992.04,0.00160532794617224,-2.06151518411413
992.06,0.00159511001777669,-2.01195643616475
992.08,0.00158488459399054,-1.9634787292261
992.1,0.00157465171675755,-1.91610473482456
992.12,0.00156441142801755,-1.869856435554
992.14,0.00155416376970509,-1.82475512012961
992.16,0.00154390878374833,-1.78082137852234
992.18,0.00153364651206725,-1.7380750971722
992.2,0.00152337699657236,-1.69653545426241
992.22,0.00151310027916367,-1.65622091505027
992.24,0.00150281640172861,-1.61714922724331
992.26,0.00149252540614153,-1.57933741641458
992.28,0.00148222733426195,-1.54280178144846
992.3,0.00147192222793271,-1.50755789001347
992.32,0.00146161012897976,-1.47362057405345
992.34,0.00145129107921041,-1.44100392529877
992.36,0.00144096512041138,-1.40972129078714
992.38,0.00143063229434881,-1.37978526839814
992.4,0.00142029264276632,-1.35120770239916
992.42,0.00140994620738378,-1.32399967899862
992.44,0.00139959302989623,-1.29817152191418
992.46,0.00138923315197276,-1.27373278795202
992.48,0.00137886661525508,-1.25069226260276
992.5,0.00136849346135681,-1.22905795565925
992.52,0.00135811373186204,-1.20883709685872
992.54,0.00134772746832391,-1.19003613155662
992.56,0.00133733471226441,-1.17266071643992
992.58,0.0013269355051724,-1.15671571528613
992.6,0.00131652988850291,-1.14220519477826
992.62,0.00130611790367606,-1.12913242038575
992.64,0.00129569959207577,-1.11749985232145
992.66,0.00128527499504939,-1.10730914158681
992.68,0.00127484415390602,-1.09856112611642
992.7,0.00126440710991544,-1.09125582704009
992.72,0.0012539639043076,-1.0853924450692
992.74,0.00124351457827156,-1.08096935702997
992.76,0.00123305917295396,-1.07798411255284
992.78,0.00122259772945871,-1.07643343093981
992.8,0.00121213028884572,-1.07631319822331
992.82,0.00120165689213014,-1.07761846443601
992.84,0.00119117758028138,-1.08034344110782
992.86,0.00118069239422239,-1.0844814990135
992.88,0.00117020137482784,-1.09002516618384
992.9,0.00115970456292464,-1.09696612620595
992.92,0.00114920199929014,-1.10529521682805
992.94,0.00113869372465132,-1.11500242889322
992.96,0.0011281797796845,-1.12607690562159
992.98,0.00111766020501395,-1.13850694225807
993,0.00110713504121137,-1.15227998611288
993.02,0.00109660432879497,-1.16738263701355
993.04,0.00108606810822842,-1.18380064818762
993.06,0.00107552641992049,-1.20151892759948
993.08,0.00106497930422398,-1.22052153976338
993.1,0.00105442680143505,-1.24079170805101
993.12,0.001043868951793,-1.26231181751652
993.14,0.00103330579547861,-1.28506341825866
993.16,0.00102273737261342,-1.30902722934345
993.18,0.00101216372326014,-1.33418314329997
993.2,0.00100158488742053,-1.36051023121864
993.22,0.000991000905035432,-1.3879867484614
993.24,0.000980411815984548,-1.41659014101113
993.26,0.00096981766008481,-1.44629705247251
993.28,0.000959218477089792,-1.47708333174227
993.3,0.000948614306689963,-1.50892404136715
993.32,0.000938005188511216,-1.54179346660606
993.34,0.000927391162114291,-1.57566512520755
993.36,0.000916772266994286,-1.61051177791992
993.38,0.000906148542579886,-1.64630543974926
993.4,0.000895520028233674,-1.68301739196939
993.42,0.000884886763250029,-1.7206181949047
993.44,0.000874248786855086,-1.7590777014907
993.46,0.000863606138206921,-1.79836507161904
993.48,0.000852958856393913,-1.83844878728276
993.5,0.000842306980434787,-1.8792966685201
993.52,0.000831650549277768,-1.92087589016591
993.54,0.000820989601800492,-1.9631529994158
993.56,0.000810324176808643,-2.00609393420234
993.58,0.000799654313035873,-2.04966404239041
993.6,0.000788980049143986,-2.09382810178145
993.62,0.000778301423721225,-2.13855034093997
993.64,0.000767618475282239,-2.18379446082429
993.66,0.000756931242267575,-2.22952365722802
993.68,0.000746239763043534,-2.2757006440212
993.7,0.000735544075900872,-2.32228767718431
993.72,0.000724844219055209,-2.36924657962992
993.74,0.000714140230646177,-2.416538766795
993.76,0.00070343214873695,-2.46412527299969
993.78,0.000692720011313437,-2.51196677855192
993.8,0.00068200385628477,-2.56002363758715
993.82,0.000671283721481554,-2.60825590662788
993.84,0.00066055964465688,-2.65662337383812
993.86,0.000649831663484724,-2.70508558896212
993.88,0.000639099815559991,-2.75360189391959
993.9,0.000628364138398531,-2.80213145403587
993.92,0.000617624669435788,-2.8506332898865
993.94,0.000606881446027315,-2.89906630972666
993.96,0.000596134505447771,-2.94738934247712
993.98,0.000585383884890666,-2.99556117124605
994,0.000574629621468347,-3.04354056734579
994.02,0.00056387175221135,-3.09128632478256
994.04,0.00055311031406824,-3.13875729517866
994.06,0.000542345343904299,-3.18591242310225
994.08,0.000531576878502492,-3.23271078175921
994.1,0.000520804954562755,-3.27911160901799
994.12,0.000510029608701361,-3.32507434372709
994.14,0.000499250877450409,-3.37055866228754
994.16,0.000488468797257926,-3.41552451543579
994.18,0.000477683404487843,-3.45993216520601
994.2,0.000466894735418439,-3.50374222201774
994.22,0.000456102826243817,-3.54691568185496
994.24,0.000445307713072237,-3.58941396349024
994.26,0.000434509431926161,-3.63119894570881
994.28,0.000423708018741972,-3.67223300448624
994.3,0.000412903509369989,-3.71247905007816
994.32,0.000402095939573709,-3.75190056397116
994.34,0.00039128534503039,-3.79046163564923
994.36,0.000380471761329597,-3.82812699912941
994.38,0.000369655223973466,-3.86486206921836
994.4,0.000358835768376978,-3.90063297744113
994.42,0.000348013429867339,-3.93540660759312
994.44,0.000337188243682779,-3.96915063086958
994.46,0.000326360244974251,-4.00183354051947
994.48,0.000315529468803701,-4.03342468598164
994.5,0.000304695950144303,-4.06389430644818
994.52,0.000293859723879899,-4.09321356381017
994.54,0.000283020824805721,-4.12135457493677
994.56,0.000272179287627055,-4.14829044324311
994.58,0.00026133514695979,-4.17399528949207
994.6,0.000250488437329777,-4.19844428179145
994.62,0.000239639193173301,-4.22161366473584
994.64,0.000228787448835655,-4.24348078764953
994.66,0.000217933238572181,-4.26402413188062
994.68,0.000207076596547805,-4.28322333711118
994.7,0.000196217556835729,-4.30105922663284
994.72,0.000185356153419409,-4.31751383154737
994.74,0.000174492420190791,-4.33257041385428
994.76,0.00016362639095033,-4.34621348838151
994.78,0.000152758099406665,-4.35842884352099
994.8,0.000141887579177611,-4.36920356073536
994.82,0.000131014863788597,-4.37852603279435
994.84,0.00012013998667346,-4.38638598070947
994.86,0.000109262981174181,-4.39277446933329
994.88,9.83838805401979e-05,-4.39768392159004
994.9,8.75027179286614e-05,-4.40110813131025
994.92,7.66195264046652e-05,-4.40304227463702
994.94,6.57343389400918e-05,-4.40348291998281
994.96,5.48471884145718e-05,-4.40242803650453
994.98,4.39581076148712e-05,-4.39987700108274
995,3.30671292349632e-05,-4.39583060377467
995.02,2.21742858753632e-05,-4.39029105173127
995.04,1.12796100436798e-05,-4.38326197154971
995.06,3.83134154559035e-07,-4.37474841006218
995.08,-1.0515109149684e-05,-4.36475683352844
995.1,-2.141508227867e-05,-4.35329512523975
995.12,-3.23167382825121e-05,-4.34037258151217
995.14,-4.32200220920086e-05,-4.32599990607074
995.16,-5.41248721702449e-05,-4.31018920281472
995.18,-6.50312218520539e-05,-4.29295396696705
995.2,-7.59390004387514e-05,-4.27430907460303
995.22,-8.6848134092935e-05,-4.25427077056515
995.24,-9.77585465686467e-05,-4.23285665476557
995.26,-0.000108670159807167,-4.21008566688641
995.28,-0.000119582894422439,-4.1859780694813
995.3,-0.00013049667009767,-4.16055542950013
995.32,-0.000141411405906491,-4.13384059824088
995.34,-0.000152327020573962,-4.10585768974935
995.36,-0.000163243432689135,-4.07663205768497
995.38,-0.000174160560876275,-4.04619027067528
995.4,-0.000185078323933933,-4.01456008617695
995.42,-0.000195996640944936,-3.98177042287717
995.44,-0.000206915431366755,-3.94785133165302
995.46,-0.000217834615101819,-3.91283396512561
995.48,-0.000228754112553588,-3.876750545841
995.5,-0.00023967384467084,-3.83963433310607
995.52,-0.00025059373298144,-3.80151958852253
995.54,-0.000261513699618162,-3.76244154025303
995.56,-0.000272433667339461,-3.72243634605912
995.58,-0.000283353559541417,-3.68154105515647
995.6,-0.000294273300269091,-3.63979356893117
995.62,-0.000305192814221349,-3.59723260055639
995.64,-0.000316112026755001,-3.55389763356505
995.66,-0.000327030863884679,-3.50982887942773
995.68,-0.000337949252282796,-3.4650672341769
