t,delta,EmergR
13.16,-30.7944000000008,-2.89190949088772
13.18,-30.8412000000008,-2.96325302730772
13.2,-30.8880000000008,-3.03389828130216
13.22,-30.9348000000008,-3.10380979045207
13.24,-30.9816000000008,-3.17295360166491
13.26,-31.0284000000009,-3.24129730065041
13.28,-31.0752000000009,-3.30881003781191
13.3,-31.1220000000009,-3.37546255052736
13.32,-31.1688000000009,-3.44122718180297
13.34,-31.2156000000009,-3.50607789529157
13.36,-31.2624000000009,-3.56999028667679
13.38,-31.3092000000009,-3.63294159143274
13.4,-31.3560000000009,-3.69491068897817
13.42,-31.4028000000009,-3.75587810325224
13.44,-31.4496000000009,-3.81582599974814
13.46,-31.4964000000009,-3.87473817904883
13.48,-31.5432000000009,-3.93260006691768
13.5,-31.5900000000009,-3.98939870100467
13.52,-31.6368000000009,-4.04512271423703
13.54,-31.6836000000009,-4.09976231497043
13.56,-31.7304000000009,-4.15330926398439
13.58,-31.7772000000009,-4.20575684841297
13.6,-31.8240000000009,-4.25709985270831
13.62,-31.8708000000009,-4.30733452674123
13.64,-31.9176000000009,-4.35645855114963
13.66,-31.9644000000009,-4.40447100005098
13.68,-32.0112000000009,-4.45137230124109
13.7,-32.0580000000009,-4.49716419400645
13.72,-32.1048000000009,-4.54184968468223
13.74,-32.1516000000009,-4.58543300009298
13.76,-32.1984000000009,-4.62791953901646
13.78,-32.2452000000009,-4.66931582181557
13.8,-32.2920000000009,-4.7096294383861
13.82,-32.3388000000009,-4.74886899457134
13.84,-32.3856000000009,-4.78704405719684
13.86,-32.4324000000009,-4.82416509788102
13.88,-32.4792000000009,-4.86024343577873
13.9,-32.5260000000009,-4.89529117941646
13.92,-32.5728000000009,-4.92932116777853
13.94,-32.6196000000009,-4.96234691080409
13.96,-32.6664000000009,-4.99438252945504
13.98,-32.713200000001,-5.02544269551406
14,-32.760000000001,-5.0555425712719
14.02,-32.806800000001,-5.08469774926104
14.04,-32.853600000001,-5.11292419219209
14.06,-32.900400000001,-5.14023817324651
14.08,-32.947200000001,-5.1666562168775
14.1,-32.994000000001,-5.1921950402677
14.12,-33.040800000001,-5.21687149558951
14.14,-33.087600000001,-5.24070251321014
14.16,-33.134400000001,-5.26861411338885
14.18,-33.181200000001,-5.29677834193899
14.2,-33.228000000001,-5.32426330757842
14.22,-33.274800000001,-5.35108218619846
14.24,-33.321600000001,-5.37725283311233
14.26,-33.368400000001,-5.40279283819623
14.28,-33.415200000001,-5.42771947892793
14.3,-33.462000000001,-5.45204967535307
14.32,-33.508800000001,-5.47579994707642
14.34,-33.555600000001,-5.49898637236837
14.36,-33.602400000001,-5.52162454947099
14.38,-33.649200000001,-5.54372956018088
14.4,-33.696000000001,-5.56531593577932
14.42,-33.742800000001,-5.58639762537344
14.44,-33.789600000001,-5.60026514736668
14.46,-33.836400000001,-5.6099221714431
14.48,-33.883200000001,-5.61896439229156
14.5,-33.930000000001,-5.62740294884392
14.52,-33.976800000001,-5.63524831627967
14.54,-34.023600000001,-5.64251029011037
14.56,-34.070400000001,-5.64919797264804
14.58,-34.117200000001,-5.65531976211922
14.6,-34.164000000001,-5.66088334442226
14.62,-34.210800000001,-5.66589568751812
14.64,-34.257600000001,-5.67036303843778
14.66,-34.304400000001,-5.67429092288232
14.68,-34.351200000001,-5.67768414738447
14.7,-34.398000000001,-5.68054680399383
14.72,-34.444800000001,-5.68288227744126
14.74,-34.491600000001,-5.68469325473087
14.76,-34.5384000000011,-5.68598173710253
14.78,-34.5852000000011,-5.68674905430074
14.8,-34.6320000000011,-5.68699588108048
14.82,-34.6788000000011,-5.68672225587446
14.84,-34.7256000000011,-5.68592760154089
14.86,-34.7724000000011,-5.6846107481057
14.88,-34.8192000000011,-5.68276995740807
14.9,-34.8660000000011,-5.68040294955352
14.92,-34.9128000000011,-5.67750693107448
14.94,-34.9596000000011,-5.67412355637898
14.96,-35,-5.67028972207706
14.98,-35,-5.66599824850377
15,-35,-5.66124154527049
15.02,-35,-5.65601164672662
15.04,-35,-5.65030024859742
15.06,-35,-5.64409874557435
15.08,-35,-5.63739826969853
15.1,-35,-5.63018972941222
15.12,-35,-5.62246384915254
15.14,-35,-5.61421120936044
15.16,-35,-5.60542228677838
15.18,-35,-5.59608749490924
15.2,-35,-5.58619722451041
15.22,-35,-5.57574188399676
15.24,-35,-5.56471193962812
15.26,-35,-5.55309795535762
15.28,-35,-5.54089063221961
15.3,-35,-5.52808084713742
15.32,-35,-5.51465969103403
15.34,-35,-5.50061850613141
15.36,-35,-5.48594892232697
15.38,-35,-5.47064289253934
15.4,-35,-5.45469272691918
15.42,-35,-5.43809112582431
15.44,-35,-5.42083121146313
15.46,-35,-5.40290655811428
15.48,-35,-5.38431122083539
15.5,-35,-5.36503976257833
15.52,-35,-5.34508727963406
15.54,-35,-5.32452359612359
15.56,-35,-5.30337542337966
15.58,-35,-5.28163782692986
15.6,-35,-5.25930646081139
15.62,-35,-5.2363775841587
15.64,-35,-5.21285662224676
15.66,-35,-5.18871984911847
15.68,-35,-5.16390179385204
15.7,-35,-5.13839490061393
15.72,-35,-5.11220045200503
15.74,-35,-5.08532041500232
15.76,-35,-5.05775744242989
15.78,-35,-5.02951487228447
15.8,-35,-5.00059672492255
15.82,-35,-4.97100769812236
15.84,-35,-4.94075316004023
15.86,-35,-4.9098391400871
15.88,-35,-4.87827231775693
15.9,-35,-4.84606000944455
15.92,-35,-4.81321015329696
15.94,-35,-4.77973129214675
15.96,-35,-4.74563255458312
15.98,-35,-4.71092363422013
16,-35,-4.67561476722799
16.02,-35,-4.63971670819759
16.04,-35,-4.60324070441358
16.06,-35,-4.56619846861573
16.08,-35,-4.52860215033271
16.1,-35,-4.49046430587654
16.12,-35,-4.45179786708971
16.14,-35,-4.41261610894069
16.16,-35,-4.37293261606665
16.18,-35,-4.33276124836551
16.2,-35,-4.29211610574179
16.22,-35,-4.25101149211354
16.24,-35,-4.20946187878956
16.26,-35,-4.16748186732786
16.28,-35,-4.12508615198803
16.3,-35,-4.08228948189118
16.32,-35,-4.03910662300211
16.34,-35,-3.99555232004889
16.36,-35,-3.95164125849509
16.38,-35,-3.90738802668014
16.4,-35,-3.86280707824248
16.42,-35,-3.81791269493976
16.44,-35,-3.77271894997907
16.46,-35,-3.72723967196893
16.48,-35,-3.68148828115986
16.5,-35,-3.6354764672287
16.52,-35,-3.58921479664879
16.54,-35,-3.54523952842117
16.56,-35,-3.50237937803467
16.58,-35,-3.45948174900591
16.6,-35,-3.41655830253886
16.62,-35,-3.37362016958469
16.64,-35,-3.33067792491015
16.66,-35,-3.28774156276753
16.68,-35,-3.24482047424356
16.7,-35,-3.20192342636025
16.72,-35,-3.15905854299581
16.74,-35,-3.11623328768887
16.76,-35,-3.07345444838388
16.78,-35,-3.03072812417031
16.8,-35,-2.98805971406281
16.82,-35,-2.94545390786396
16.84,-35,-2.90291467914516
16.86,-35,-2.86044528037579
16.88,-35,-2.81804824022452
16.9,-35,-2.7757253630509
16.92,-35,-2.73347773059897
16.94,-35,-2.69130570589903
16.96,-35,-2.64920893937693
16.98,-35,-2.60718637716487
17,-35,-2.56523627160085
17.02,-35,-2.52335619389841
17.04,-35,-2.48154304896184
17.06,-35,-2.43979309231626
17.08,-35,-2.39810194911609
17.1,-35,-2.35646463518933
17.12,-35,-2.31487558006963
17.14,-35,-2.27332865196247
17.16,-35,-2.23181718458615
17.18,-35,-2.1903340058231
17.2,-35,-2.14887146811191
17.22,-35,-2.10742148050531
17.24,-35,-2.06597554231468
17.26,-35,-2.02452477825722
17.28,-35,-1.98305997501713
17.3,-35,-1.94157161912837
17.32,-35,-1.90004993608265
17.34,-35,-1.85848493056234
17.36,-35,-1.81686642769493
17.38,-35,-1.77518411522229
17.4,-35,-1.73342758647533
17.42,-35,-1.69158638404188
17.44,-35,-1.64965004401345
17.46,-35,-1.6076081406945
17.48,-35,-1.56545033165617
17.5,-35,-1.52316640301506
17.52,-35,-1.48074631481638
17.54,-35,-1.43818024640052
17.56,-35,-1.39545864163092
17.58,-35,-1.35257225386167
17.6,-35,-1.30951219052304
17.62,-35,-1.26626995720383
17.64,-35,-1.22283750111012
17.66,-35,-1.17920725378125
17.68,-35,-1.13657631510199
17.7,-35,-1.09606323086745
17.72,-35,-1.05547006138239
17.74,-35,-1.01479321480533
17.76,-35,-0.974029753901501
17.78,-35,-0.933177431601668
17.8,-35,-0.892234725048219
17.82,-35,-0.851200868029267
17.84,-35,-0.810075881705161
17.86,-35,-0.768860603535844
17.88,-35,-0.727556714321575
17.9,-35,-0.686166763274289
17.92,-35,-0.644694191041323
17.94,-35,-0.603143350608217
17.96,-35,-0.561519526012405
17.98,-35,-0.519828948805008
18,-35,-0.478078812203082
18.02,-35,-0.43627728288076
18.04,-35,-0.394433510352974
18.06,-35,-0.352557633911846
18.08,-35,-0.310660787081365
18.1,-35,-0.268755099562466
18.12,-35,-0.226853696646537
18.14,-35,-0.184970696081854
18.16,-35,-0.143121202383572
18.18,-35,-0.10132129858443
18.2,-35,-0.0595880354295374
18.22,-35,-0.0179394180250501
18.24,-35,0.0236056103417742
18.26,-35,0.0650271905262357
18.28,-35,0.106304567599335
18.3,-35,0.14741611117719
18.32,-35,0.188339340978471
18.34,-35,0.229050954818482
18.36,-35,0.269526858898831
18.38,-35,0.309742200333941
18.4,-35,0.349671401850175
18.42,-35,0.3892881985876
18.44,-35,0.428565676929303
18.46,-35,0.467476315277781
18.48,-35,0.505992026692976
18.5,-35,0.544084203301742
18.52,-35,0.581723762383838
18.54,-35,0.618881194035406
18.56,-35,0.655526610306253
18.58,-35,0.691629795703874
18.6,-35,0.7271602589532
18.62,-35,0.762087412971386
18.64,-35,0.796380441408521
18.66,-35,0.830008328911591
18.68,-35,0.862969584894611
18.7,-35,0.895387842495744
18.72,-35,0.927251769910965
18.74,-35,0.958527657711546
18.76,-35,0.989181916675519
18.78,-35,1.01918011084527
18.8,-35,1.04835673697966
18.82,-35,1.07663815779593
18.84,-35,1.10399459867638
18.86,-35,1.13039679457055
18.88,-35,1.15581602237321
18.9,-35,1.18022412319885
18.92,-35,1.20359355728866
18.94,-35,1.22589745800581
18.96,-35,1.24710968479212
18.98,-35,1.26720487496168
19,-35,1.28615849420914
19.02,-35,1.30394688571332
19.04,-35,1.32054731771937
19.06,-35,1.33593802948632
19.08,-35,1.35009827549021
19.1,-35,1.36300836777688
19.12,-35,1.37464971636243
19.14,-35,1.38500486758384
19.16,-35,1.39405754030667
19.18,-35,1.40179265990157
19.2,-35,1.40819638990642
19.22,-35,1.41325616129597
19.24,-35,1.4169606992864
19.26,-35,1.41930004760779
19.28,-35,1.42026559018323
19.3,-35,1.41985007015911
19.32,-35,1.41804760623755
19.34,-35,1.41485370626759
19.36,-35,1.41026527805858
19.38,-35,1.40428063738537
19.4,-35,1.39689951316134
19.42,-35,1.38812304968048
19.44,-35,1.37795380599718
19.46,-35,1.36639575309049
19.48,-35,1.35345426767771
19.5,-35,1.33913612309895
19.52,-35,1.32344947736527
19.54,-35,1.30640385839287
19.56,-35,1.28801014645244
19.58,-35,1.26828055386968
19.6,-35,1.24722860201904
19.62,-35,1.22486909565933
19.64,-35,1.20121809466607
19.66,-35,1.17629288322166
19.68,-35,1.15011193653036
19.7,-35,1.12269488513091
19.72,-35,1.09406247688551
19.74,-35,1.06423653672918
19.76,-35,1.033239924269
19.78,-35,1.00109645149547
19.8,-35,0.967828761752902
19.82,-35,0.933458467641847
19.84,-35,0.898008023163117
19.86,-35,0.86150067302477
19.88,-35,0.823960400437487
19.9,-35,0.78546111128863
19.92,-35,0.746101050764619
19.94,-35,0.705904223773
19.96,-35,0.664895126896083
19.98,-35,0.623098690751264
20,-35,0.580540221607764
20.02,-35,0.537227068438133
20.04,-35,0.493108804498692
20.06,-35,0.44820591949687
20.08,-35,0.402546536254518
20.1,-35,0.35615887673729
20.12,-35,0.309071201821894
20.14,-35,0.261311751284406
20.16,-35,0.212908684149065
20.18,-35,0.163890019535515
20.2,-35,0.114283578141834
20.22,-35,0.0641169244987769
20.24,-35,0.0134173101294022
20.26,-35,-0.0377883824645808
20.28,-35,-0.0894736971568921
20.3,-35,-0.141612656930251
20.32,-35,-0.194179813468524
20.34,-35,-0.247150297361175
20.36,-35,-0.300499866754102
20.38,-35,-0.354204954241381
20.4,-35,-0.408242711890582
20.42,-35,-0.462591054298108
20.44,-35,-0.51722869957622
20.46,-35,-0.572135208177664
20.48,-35,-0.627291019469335
20.5,-35,-0.682677485971537
20.52,-35,-0.738276905184792
20.54,-35,-0.79407254893191
20.56,-35,-0.850048690148899
20.58,-35,-0.90619062706409
20.6,-35,-0.962484704711121
20.62,-35,-1.01891833372772
20.64,-35,-1.07548024301877
20.66,-35,-1.13217010496187
20.68,-35,-1.18896902071445
20.7,-35,-1.24586881618888
20.72,-35,-1.30286243490367
20.74,-35,-1.3599439398345
20.76,-35,-1.41710851239653
20.78,-35,-1.47435244856261
20.8,-35,-1.53167315212873
20.82,-35,-1.5890691251446
20.84,-35,-1.64653995553417
20.86,-35,-1.704086301937
20.88,-35,-1.76170987580853
20.9,-35,-1.81941342082304
20.92,-35,-1.8772006896299
20.94,-35,-1.93507687928774
20.96,-35,-1.99304996220741
20.98,-35,-2.05112911170785
21,-35,-2.10859676345079
21.02,-35,-2.16045892405045
21.04,-35,-2.2122156804413
21.06,-35,-2.26387675083811
21.08,-35,-2.31545264586619
21.1,-35,-2.36695462491112
21.12,-35,-2.41839465062119
21.14,-35,-2.46978534167126
21.16,-35,-2.52113992390103
21.18,-35,-2.5724721799441
21.2,-35,-2.62379639746769
21.22,-35,-2.6751273161465
21.24,-35,-2.72648007349644
21.26,-35,-2.77787014969726
21.28,-35,-2.8293133115348
21.3,-35,-2.88082555559617
21.32,-35,-2.93242305085227
21.34,-35,-2.98412208076393
21.36,-35,-3.03593898504868
21.38,-35,-3.08789010124628
21.4,-35,-3.13999170622088
21.42,-35,-3.19225995773871
21.44,-35,-3.24471083625907
21.46,-35,-3.29736008707644
21.48,-35,-3.35022316295049
21.5,-35,-3.40331516735939
21.52,-35,-3.45665079851071
21.54,-35,-3.51024429424196
21.56,-35,-3.5641093779411
21.58,-35,-3.6182592056146
21.6,-35,-3.67270631422805
21.62,-35,-3.72746257144148
21.64,-35,-3.78253912685787
21.66,-35,-3.83794636490017
21.68,-35,-3.89369385942805
21.7,-35,-3.94979033020164
21.72,-35,-4.00624360129523
21.74,-35,-4.06306056155905
21.76,-35,-4.12024712722289
21.78,-35,-4.17780820673007
21.8,-35,-4.23574766788481
21.82,-35,-4.29406830739123
21.84,-35,-4.35277182285617
21.86,-35,-4.41185878732227
21.88,-35,-4.47132862639228
21.9,-35,-4.53117959799905
21.92,-35,-4.59140877486966
21.94,-35,-4.65201202972604
21.96,-35,-4.71298402325792
21.98,-35,-4.77431819489738
22,-35,-4.8360067564181
22.02,-35,-4.89804068837558
22.04,-35,-4.96040973939806
22.06,-35,-5.02310242833143
22.08,-35,-5.08610604923452
22.1,-35,-5.14940667921487
22.12,-35,-5.21298918908834
22.14,-35,-5.27683725683926
22.16,-35,-5.33758397650579
22.18,-35,-5.39766036067993
22.2,-35,-5.457783559324
22.22,-35,-5.51793061356311
22.24,-35,-5.57807751041984
22.26,-35,-5.63819921285266
22.28,-35,-5.69826969225374
22.3,-35,-5.75826196333336
22.32,-35,-5.8181481213136
22.34,-35,-5.87789938134803
22.36,-35,-5.93748612007929
22.38,-35,-5.9968779192414
22.4,-35,-6.05604361120927
22.42,-35,-6.11495132639272
22.44,-35,-6.17356854236935
22.46,-35,-6.23186213464519
22.48,-35,-6.28979842892931
22.5,-35,-6.34734325480512
22.52,-35,-6.40446200067734
22.54,-35,-6.46111966987115
22.56,-35,-6.51728093775774
22.58,-35,-6.57291020977734
22.6,-35,-6.62797168022961
22.62,-35,-6.68242939169929
22.64,-35,-6.73624729498343
22.66,-35,-6.78938930938582
22.68,-35,-6.84181938324313
22.7,-35,-6.89350155454715
22.72,-35,-6.94440001152713
22.74,-35,-6.99447915305642
22.76,-35,-7.04370364874847
22.78,-35,-7.09203849860747
22.8,-35,-7.13944909210055
22.82,-35,-7.18590126651958
22.84,-35,-7.23136136450261
22.86,-35,-7.27579629058675
22.88,-35,-7.3191735666668
22.9,-35,-7.3614613862365
22.92,-35,-7.40262866729233
22.94,-35,-7.44264510378269
22.96,-35,-7.48148121548903
22.98,-35,-7.51910839622898
23,-35,-7.55549896027576
23.02,-35,-7.59062618689215
23.04,-35,-7.62446436288184
23.06,-35,-7.65698882306556
23.08,-35,-7.68817598859454
23.1,-35,-7.71800340301847
23.12,-35,-7.74644976603098
23.14,-35,-7.77349496482055
23.16,-35,-7.79912010296073
23.18,-35,-7.82330752677929
23.2,-35,-7.84604084915157
23.22,-35,-7.86730497066971
23.24,-35,-7.8870860981451
23.26,-35,-7.90537176040815
23.28,-35,-7.92215082137539
23.3,-35,-7.9374134903604
23.32,-35,-7.95115132961153
23.34,-35,-7.9633572590659
23.36,-35,-7.97402555831554
23.38,-35,-7.98315186578794
23.4,-35,-7.99073317515009
23.42,-35,-7.99676782895119
23.44,-35,-8.00125550952584
23.46,-35,-8.00419722718588
23.48,-35,-8.00559530573515
23.5,-35,-8.00545336534807
23.52,-35,-8.00385248202484
23.54,-35,-8.00085361993846
23.56,-35,-7.99646026579637
23.58,-35,-7.99067709005904
23.6,-35,-7.98350991834411
23.62,-35,-7.9749657005623
23.64,-35,-7.96505247786563
23.66,-35,-7.95377934749312
23.68,-35,-7.94115642560465
23.7,-35,-7.92719480819784
23.72,-35,-7.91190653020733
23.74,-35,-7.89530452289022
23.76,-35,-7.87738597319152
23.78,-35,-7.8581076794178
23.8,-35,-7.83748547372764
23.82,-35,-7.81553920366648
23.84,-35,-7.79228938542837
23.86,-35,-7.7677571525313
23.88,-35,-7.74196420360244
23.9,-35,-7.71493274940123
23.92,-35,-7.68668545920992
23.94,-35,-7.6572454067228
23.96,-35,-7.62663601556622
23.98,-35,-7.59488100458244
24,-35,-7.56200433301085
24.02,-35,-7.52803014570037
24.04,-35,-7.49298271848651
24.06,-35,-7.45688640386618
24.08,-35,-7.41976557710286
24.1,-35,-7.38164458289349
24.12,-35,-7.34254768272667
24.14,-35,-7.30249900306125
24.16,-35,-7.26152248445073
24.18,-35,-7.21964172321203
24.2,-35,-7.17687792062477
24.22,-35,-7.13325038307612
24.24,-35,-7.08877804766336
24.26,-35,-7.04347943857807
24.28,-35,-6.99737262513148
24.3,-35,-6.95047518152537
24.32,-35,-6.90280414846911
24.34,-35,-6.8543759967385
24.36,-35,-6.80520659276805
24.38,-35,-6.75531116636293
24.4,-35,-6.70470428061239
24.42,-35,-6.65339980408045
24.44,-35,-6.60141088534517
24.46,-35,-6.54874992995126
24.48,-35,-6.49542857983593
24.5,-35,-6.44145769528123
24.52,-35,-6.3868473394406
24.54,-35,-6.33160676548117
24.56,-35,-6.27574440637666
24.58,-35,-6.2192874421234
24.6,-35,-6.16231101077202
24.62,-35,-6.10482161424427
24.64,-35,-6.04682115731134
24.66,-35,-5.99414579606437
24.68,-35,-5.93645122339158
24.7,-35,-5.87761828562482
24.72,-35,-5.81757860006632
24.74,-35,-5.75702608092582
24.76,-35,-5.69595643061584
24.78,-35,-5.6343658282348
24.8,-35,-5.57719622256915
24.82,-35,-5.52511883119961
24.84,-35,-5.47299913370192
24.86,-35,-5.42206164252459
24.88,-35,-5.37063659419625
24.9,-35,-5.31871969027402
24.92,-35,-5.26630605013866
24.94,-35,-5.21339024962764
24.96,-35,-5.15996636169635
24.98,-35,-5.10602799901332
25,-35,-5.05156835838974
25.02,-35,-4.99658026693963
25.04,-35,-4.94105622986217
25.06,-35,-4.88498847973314
25.08,-35,-4.82836902718963
25.1,-35,-4.771189712887
25.12,-35,-4.71344226060483
25.14,-35,-4.6551183313748
25.16,-35,-4.59620957850077
25.18,-35,-4.53670770333876
25.2,-35,-4.47660451170208
25.22,-35,-4.41589197075507
25.24,-35,-4.35456226625705
25.26,-35,-4.2926078600168
25.28,-35,-4.23002154741667
25.3,-35,-4.16679651486488
25.32,-35,-4.10292639703401
25.34,-35,-4.03840533374333
25.36,-35,-3.97322802634336
25.38,-35,-3.907389793461
25.4,-35,-3.84088662596474
25.42,-35,-3.77371524101045
25.44,-35,-3.70587313502987
25.46,-35,-3.63735863552542
25.48,-35,-3.56817095153745
25.5,-35,-3.49831022265202
25.52,-35,-3.42777756642018
25.54,-35,-3.35657512406279
25.56,-35,-3.28470610433803
25.58,-35,-3.21217482545244
25.6,-35,-3.13898675489988
25.62,-35,-3.06514854711738
25.64,-35,-2.99066807885081
25.66,-35,-2.91555448212792
25.68,-35,-2.83981817474138
25.7,-35,-2.76347088814928
25.72,-35,-2.68652569270606
25.74,-35,-2.60899702014193
25.76,-35,-2.53090068321527
25.78,-35,-2.45225389246734
25.8,-35,-2.37307527001579
25.82,-35,-2.2933848603287
25.84,-35,-2.2132041379279
25.86,-35,-2.13255601197647
25.88,-35,-2.05146482771186
25.9,-35,-1.96995636469316
25.92,-35,-1.88805783183733
25.94,-35,-1.80579785922643
25.96,-35,-1.72320648667463
25.98,-35,-1.64031514905097
26,-35,-1.55715665836042
26.02,-35,-1.47376518259322
26.04,-35,-1.39017622135944
26.06,-35,-1.30642657833222
26.08,-35,-1.22255433053105
26.1,-35,-1.13859879448214
